id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
2622,everybody's fine,2009,Kirk Jones,"Robert De Niro,Kate Beckinsale,Sam Rockwell,Drew Barrymore,James Frain",2.5,Drama,Rated PG-13,99 minutes
2623,collapse,2009,Chris Smith,Michael Ruppert,4.0,Documentary,Rated NR,82 minutes
2624,avatar,2009,James Cameron,"Sam Worthington,Zoe Saldana,Sigourney Weaver,Stephen Lang,Michelle Rodriguez,Giovanni Ribisi,Joel David Moore,CCH Pounder,Wes Studi,Laz Alonso,Dileep Rao,Matt Gerald",4.0,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,162 minutes
2625,the young victoria,2009,Jean-Marc Vallee,"Emily Blunt,Rupert Friend,Paul Bettany,Miranda Richardson,Jim Broadbent,Thomas Kretschmann,Mark Strong",3.0,"Drama, Foreign, History, Romance",Rated PG,105 minutes
2626,mammoth,2009,Lukas Moodysson,"Gael Garcia Bernal,Michelle Williams,Marife Necesito,Sophie Nyweide,Run Srinikornchot,Thomas McCarthy",3.0,"Drama, Foreign, Indie, Romance",Rated NR,125 minutes
2627,did you hear about the morgans?,2009,Marc Lawrence,"Hugh Grant,Sarah Jessica Parker,Sam Elliott,Mary Steenburgen,Dana Ivey,Wilford Brimley",1.5,"Comedy, Drama, Romance",Rated PG-13,103 minutes
2628,"police, adjective",2009,Corneliu Porumboiu,"Dragos Bucur,Vlad Ivanov,Irina Saulescu,Ion Stoica,Marian Ghenea",3.0,"Drama, Foreign",Rated NR,115 minutes
2629,it's complicated,2009,Nancy Meyers,"Meryl Streep,Alec Baldwin,Steve Martin,John Krasinski,Lake Bell",2.5,"Comedy, Romance",Rated R,121 minutes
2630,a single man,2009,Tom Ford,"Colin Firth,Julianne Moore,Nicholas Hoult,Matthew Goode",3.0,"Drama, Romance",Rated R,101 minutes
2631,nine,2009,Rob Marshall,"Daniel Day-Lewis,Marion Cotillard,Penelope Cruz,Judi Dench,Fergie,Kate Hudson,Nicole Kidman,Sophia Loren",2.0,"Action, Adventure, Comedy, Drama, Music, Romance, Science Fiction",Rated PG-13,112 minutes
2632,sherlock holmes,2009,Guy Ritchie,"Robert Downey Jr.,Jude Law,Mark Strong,Rachel McAdams,Kelly Reilly",3.0,"Action, Adventure, Comedy, Crime, Drama, Mystery, Thriller",Rated PG-13,128 minutes
2633,youth in revolt,2010,Miguel Arteta,"Michael Cera,Portia Doubleday,Steve Buscemi,Zach Galifianakis,Ray Liotta,Jean Smart,Fred Willard,Justin Long,M. Emmet Walsh,Mary Kay Place",3.0,"Comedy, Drama, Romance",Rated R,90 minutes
2634,the joy of singing,2009,Ilan Duran Cohen,"Marina Fois,Lorant Deutsch,Jeanne Balibar,Julien Baumgartner,Nathalie Richard,Caroline Ducey,Guillaume Quatravaux,Evelyne Kirschenbaum",3.0,Comedy,Rated NR,99 minutes
2635,daybreakers,2010,"Michael, Peter Spierig","Ethan Hawke,Willem Dafoe,Claudia Karvan,Sam Neill,Michael Dorman",2.5,"Action, Drama, Horror, Science Fiction, Thriller",Rated R,98 minutes
2636,the loss of a teardrop diamond,2010,Jodie Markell,"Bryce Dallas Howard,Chris Evans,Ellen Burstyn,Mamie Gummer,Ann-Margret,Will Patton",3.0,"Drama, Romance",Rated PG-13,102 minutes
2637,crazy heart,2009,Scott Cooper,"Jeff Bridges,Maggie Gyllenhaal,Robert Duvall,Colin Farrell",4.0,"Drama, Indie, Music, Romance",Rated R,112 minutes
2638,eternal sunshine of the spotless mind,2004,Michel Gondry,"Jim Carrey,Kate Winslet,Tom Wilkinson,Mark Ruffalo,Elijah Wood,Kirsten Dunst,Thomas Jay Ryan,Jane Adams,David Cross,Gerry Robert Byrne",4.0,"Comedy, Drama, Fantasy, Romance, Science Fiction",Rated R,108 minutes
2639,the imaginarium of dr. parnassus,2010,Terry Gilliam,"Heath Ledger,Christopher Plummer,Verne Troyer,Lily Cole,Tom Waits",3.0,"Adventure, Fantasy, Mystery, Science Fiction",Rated PG-13,123 minutes
2640,araya,2010,Margot Benacerraf,,3.5,"Documentary, Foreign",Rated NR,90 minutes
2641,the white ribbon,2010,Michael Haneke,"Ulrich Tukur,Susanne Lothar,Christian Friedel,Burghart Klaussner,Leonie Benesch,Ernst Jacobi",4.0,"Crime, Drama, Foreign, Mystery",Rated R,144 minutes
2642,birdwatchers,2010,Marco Bechis,"Ademilson Concianza Verga,Alicelia Batista Cabreira,Ambrosio Vilhalva,Leonardo Medeiros",3.0,Drama,Rated NR,
2643,leap year,2010,Anand Tucker,"Amy Adams,Matthew Goode,Adam Scott,John Lithgow",3.0,"Comedy, Romance",Rated PG,100 minutes
2644,a town called panic,2010,"Stephane Aubier, Vincent Patar","Stephane Aubier,Bruce Ellison,Vincent Patar,Jeanne Balibar,Frederic Jannin",3.5,"Adventure, Animation, Comedy, Family, Fantasy, Foreign, Indie",Rated NR,75 minutes
2645,the lovely bones,2010,Peter Jackson,"Saoirse Ronan,Mark Wahlberg,Rachel Weisz,Susan Sarandon,Stanley Tucci,Michael Imperioli",1.5,"Drama, Fantasy, Foreign, Science Fiction, Thriller",Rated PG-13,135 minutes
2646,the book of eli,2010,"Albert,Allen Hughes","Denzel Washington,Gary Oldman,Mila Kunis,Ray Stevenson,Jennifer Beals,Tom Waits,Michael Gambon",3.0,"Action, Science Fiction, Thriller",Rated R,118 minutes
2647,caché,2006,Michael Haneke,"Juliette Binoche,Daniel Auteuil,Maurice Benichou,Annie Girardot,Bernard Le Coq,Daniel Duval",4.0,"Action, Drama, Foreign, Romance, Thriller",Rated R,117 minutes
2648,the spy next door,2010,Brian Levant,"Jackie Chan,Amber Valletta,Madeline Carroll,Magnus Scheving,Billy Ray Cyrus,George Lopez,Will Shadley,Alina Foley",1.5,"Action, Adventure, Comedy, Drama, Family",Rated PG,94 minutes
2649,surrogates,2009,Directed,"Bruce Willis,Radha Mitchell,Rosamund Pike,Boris Kodjoe,James Francis Ginty,James Cromwell,Ving Rhames,Jack Noseworthy,Devin Ratray,Michael Cudlit",2.5,"Action, Science Fiction, Thriller",Rated PG-13,89 minutes
2650,bright star,2009,Jane Campion,"Abbie Cornish,Ben Whishaw,Paul Schneider,Kerry Fox,Edie Martin,Thomas Sangster",3.5,"Drama, Foreign, Indie, Romance",Rated PG,119 minutes
2651,a woman in berlin,2009,Max Faerberboeck,"Nina Hoss,Yevgeni Sidikhin,Roman Gribkov,Irm Hermann",3.0,"Drama, Foreign, History, War",Rated NR,131 minutes
2652,big fan,2009,Robert Siegel,"Patton Oswalt,Kevin Corrigan,Marcia Jean Kurtz,Michael Rapaport,Matt Servitto,Jonathan Hamm,Gino Cafarelli",3.5,"Comedy, Drama, Sports Film",Rated R,91 minutes
2653,the providence effect,2009,Rollin Binzer,,3.0,Documentary,Rated PG,92 minutes
2654,the invention of lying,2009,"Matthew Robinson, Ricky Gervais","Ricky Gervais,Jennifer Garner,Jonah Hill,Jeffrey Tambor,Fionnula Flanagan,Rob Lowe,Tina Fey",3.5,"Comedy, Fantasy, Romance",Rated PG-13,100 minutes
2655,a serious man,2009,"Ethan Coen, Joel","Michael Stuhlbarg,Richard Kind,Fred Melamed,Sari Lennick,Adam Arkin,Fyvush Finkel",4.0,"Comedy, Drama",Rated R,105 minutes
2656,whip it,2009,Drew Barrymore,"Ellen Page,Marcia Gay Harden,Kristen Wiig,Drew Barrymore,Juliette Lewis,Landon Pigg,Daniel Stern,Jimmy Fallon",3.5,"Comedy, Drama, Family",Rated PG-13,111 minutes
2657,the boys are back,2009,Scott Hicks,"Clive Owen,Emma Booth,Laura Fraser,George MacKay,Nicholas McAnulty",2.5,"Drama, Foreign",Rated PG-13,104 minutes
2658,capitalism: a love story,2009,Michael Moore,,3.5,"Comedy, Documentary",Rated R,120 minutes
2659,zombieland,2009,Ruben Fleischer,"Jesse Eisenberg,Woody Harrelson,Emma Stone,Abigail Breslin,Amber Heard,Mike White",3.0,"Action, Adventure, Comedy, Horror",Rated R,88 minutes
2660,good hair,2009,Jeff Stilson,,3.0,"Comedy, Documentary",Rated PG-13,95 minutes
2661,richard iii,1996,,"Ian McKellen,Annette Bening,John Wood,Matthew Groom,Nigel Hawthorne,Maggie Smith,Robert Downey Jr.,Kristin Scott Thomas,Jim Broadbent",4.0,"Documentary, Drama, Science Fiction, Thriller",Rated R,104 minutes
2662,couples retreat,2009,Peter Billingsley,"Vince Vaughn,Jason Bateman,Jon Favreau,Faizon Love,Malin Akerman,Kristen Bell,Kristin Davis",2.0,"Comedy, Romance",Rated R,113 minutes
2663,paranormal activity,2009,Oren Peli,"Katie Featherston,Micah Sloat,Mark Fredrichs",3.5,"Horror, Mystery, Suspense",Rated R,86 minutes
2664,trucker,2009,James Mottern,"Michelle Monaghan,Jimmy Bennett,Nathan Fillion,Benjamin Bratt",4.0,"Drama, Indie",Rated R,90 minutes
2665,coco before chanel,2009,Anne Fontaine,"Audrey Tautou,Alessandro Nivola,Marie Gillain,Emmanuelle Devos",3.5,"Drama, Foreign, Romance",Rated PG-13,110 minutes
2666,looking for eric,2009,Ken Loach,"Steve Evets,Eric Cantona,John Henshaw,Stephanie Bishop,Gerard Kearns,Lucy-Jo Hudson,Stefan Gumbs",2.0,"Comedy, Drama, Foreign, Indie",Rated PG-13,119 minutes
2667,we live in public,2009,Ondi Timoner,,4.0,Documentary,Rated NR,90 minutes
2668,black dynamite,2009,Scott Sanders,"Michael Jai White,Tommy Davidson,Bokeem Woodbine,Arsenio Hall,John Salley,Mykelti Williamson,James McManus,Nicole Sullivan",3.0,"Action, Comedy",Rated R,90 minutes
2669,free style,2009,William Dear,"Corbin Bleu,Sandra Echeverria,Madison Pettis,Penelope Ann Miller,Jesse Moss,Tegan Moss,Matt Bellefleur",2.0,"Drama, Family",Rated PG,94 minutes
2670,law abiding citizen,2009,F. Gary Gray,"Jamie Foxx,Gerard Butler,Colm Meaney,Bruce McGill,Viola Davis",3.0,"Crime, Drama, Thriller",Rated R,109 minutes
2671,the damned united,2009,Tom Hooper,"Michael Sheen,Timothy Spall,Colm Meaney,Jim Broadbent",3.5,"Drama, Foreign, Sports Film",Rated R,97 minutes
2672,x games 3d: the movie,2009,Directed,"Shaun White,Danny Way,Bob Burnquist,Ricky Carmichael,Travis Pastrana,Kyle Loza",1.5,,Rated PG,
2673,the grey zone,2002,Tim Blake Nelson,"David Arquette,Daniel Benzali,Steve Buscemi,David Chandler,Allan Corduner,Harvey Keitel,Natasha Lyonne,Mira Sorvino",4.0,"Drama, War",Rated R,108 minutes
2674,a perfect getaway,2009,David Twohy,"Steve Zahn,Timothy Olyphant,Milla Jovovich,Kiele Sanchez,Marley Shelton,Chris Hemsworth",3.0,"Action, Mystery, Thriller",Rated R,98 minutes
2675,revanche,2009,,"Johannes Krisch,Ursula Strauss,Andreas Lust,Irina Potapenko,Hannes Thanheiser",3.5,"Crime, Drama, Foreign, Romance",Rated NR,121 minutes
2676,the cove,2009,Louie Psihoyos,,4.0,"Crime, Documentary",Rated PG-13,92 minutes
2677,adam,2009,Max Mayer,"Hugh Dancy,Rose Byrne,Frankie Faison,Mark Linn Baker,Amy Irving,Peter Gallagher",2.5,"Drama, Indie, Romance",Rated PG-13,99 minutes
2678,ponyo,2009,Hayao Miyazaki,"Noah Cyrus,Frankie Jonas,Liam Neeson,Matt Damon,Cate Blanchett,Tina Fey",4.0,"Adventure, Animation, Family, Fantasy, Foreign, Science Fiction",Rated G,100 minutes
2679,g.i. joe: the rise of cobra,2009,Stephen Sommers,"Adewale Akinnuoye-Agbaje,Christopher Eccleston,Joseph Gordon-Levitt,Byung-hun Lee,Sienna Miller,Rachel Nichols,Ray Park,Jonathan Pryce,Said Taghmaoui,Channing Tatum,Marlon Wayans,Dennis Quaid",1.5,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,118 minutes
2680,paper heart,2009,Nicholas Jasenovec,"Charlyne Yi,Michael Cera,Jake M. Johnson",3.0,"Comedy, Drama, Indie, Romance",Rated PG,88 minutes
2681,rumba,2009,Dominique Abel,"Dominique Abel,Fiona Gordon,Bruno Romy",2.5,"Comedy, Foreign",Rated NR,77 minutes
2682,lorna's silence,2009,"Jean-Pierre, Luc Dardenne","Arta Dobroshi,Jeremie Renier,Fabrizio Rongione,Alban Ukaj,Morgan Marinne,Olivier Gourmet",3.5,"Crime, Drama, Foreign, Indie",Rated R,105 minutes
2683,"the goods: live hard, sell hard",2009,Neal Brennan,"Jeremy Piven,Ving Rhames,James Brolin,David Koechner,Kathryn Hahn,Ed Helms,Jordana Spiro,Charles Napier,Tony Hale,Ken Jeong,Rob Riggle,Alan Thicke",3.0,Comedy,Rated R,90 minutes
2684,bandslam,2009,,"Gaelan Connell,Aly Michalka,Vanessa Hudgens,Scott Porter,Lisa Kudrow",3.0,"Comedy, Drama, Family, Music, Musical",Rated PG,111 minutes
2685,the time traveler's wife,2009,Robert Schwentke,"Rachel McAdams,Eric Bana,Arliss Howard,Ron Livingston,Stephen Tobolowsky,Brooklynn Proulx",2.5,"Drama, Romance, Science Fiction",Rated PG-13,107 minutes
2686,district 9,2009,Neill Blomkamp,"Sharlto Copley,David James,Vanessa Haywood,Mandla Gaduka,Kenneth Nkosi",3.0,"Action, Foreign, Science Fiction, Thriller",Rated R,112 minutes
2687,thirst,2009,Park Chan-wook,"Song Kang-Ho,Kim Ok-vin,Kim Hae-suk,Shin Ha-gyun,Park In-hwan",3.0,"Comedy, Drama, Fantasy, Foreign, Horror",Rated R,133 minutes
2688,taking woodstock,2009,Ang Lee,"Demetri Martin,Dan Fogler,Henry Goodman,Jonathan Groff,Eugene Levy,Jeffrey Dean Morgan,Imelda Staunton,Emile Hirsch,Liev Schreiber,Skylar Astin,Kevin Chamberlin,Kelli Garner,Paul Dano",3.0,"Comedy, Drama, Indie, Music",Rated R,120 minutes
2689,still walking,2009,,"Hiroshi Abe,Yui Natsukawa,You,Kirin Kiki,Yoshio Harada",4.0,"Drama, Foreign",Rated NR,114 minutes
2690,"spring, summer, fall, winter... and spring",2003,,,4.0,"Drama, Foreign",Rated R,103 minutes
2691,extract,2009,Mike Judge,"Jason Bateman,Mila Kunis,Kristen Wiig,Ben Affleck,J.K. Simmons,David Koechner,Clifton Collins Jr.,Gene Simmons",2.5,"Comedy, Indie",Rated R,92 minutes
2692,radical disciple: the story of father pfleger,2009,Bob Hercules,,3.0,,Rated NR,
2693,youssou n’dour: i bring what i love,2009,,,3.0,,Rated PG,
2694,play the game,2009,Marc Fienberg,"Paul Campbell,Andy Griffith,Doris Roberts,Marla Sokoloff,Liz Sheridan,Clint Howard,Rance Howard,Geoffrey Owens,Juliette Jeffers",2.0,"Comedy, Indie, Romance",Rated PG-13,105 minutes
2695,all about steve,2009,Phil Traill,"Sandra Bullock,Bradley Cooper,Thomas Haden Church,Howard Hesseman,Keith David",1.5,"Comedy, Romance",Rated PG-13,99 minutes
2696,world's greatest dad,2009,Bobcat Goldthwait,"Robin Williams,Alexie Gilmore,Daryl Sabara,Henry Simmons,Evan Martin",3.0,"Comedy, Indie, Romance",Rated R,99 minutes
2697,my one and only,2009,Richard Loncraine,"Renee Zellweger,Logan Lerman,Mark Rendall,Kevin Bacon,David Koechner,Chris Noth,Eric McCormack",3.5,"Comedy, Drama, Indie",Rated PG-13,108 minutes
2698,the september issue,2009,R.J. Cutler,,3.0,Documentary,Rated PG-13,90 minutes
2699,the baader-meinhof complex,2009,Uli Edel,"Bruno Ganz,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Nadja Uhl",2.5,,Rated NR,
2700,amreeka,2009,Cherien Dabis,"Nisreen Faour, Melkar Muallem,Alia Shawkat,Hiam Abbass,Abu Warda,Joseph Ziegler",3.5,"Drama, Indie",Rated PG-13,96 minutes
2701,barry lyndon,1975,Stanley Kubrick,"Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Kruger,Leonard Rossiter,Michael Hordern",4.0,"Drama, Foreign, Romance, War",Rated PG,184 minutes
2702,9,2009,Shane Acker,"Elijah Wood,John C. Reilly,Jennifer Connelly,Christopher Plummer,Crispin Glover,Martin Landau,Fred Tatasciore,Alan Oppenheimer,Tom Kane,Helen Wilson",3.0,"Action, Adventure, Animation, Drama, Romance",Rated PG-13,79 minutes
2703,jennifer's body,2009,Karyn Kusama,"Megan Fox,Amanda Seyfried,Johnny Simmons,Adam Brody,J.K. Simmons,Amy Sedaris",3.0,"Comedy, Horror",Rated R,100 minutes
2704,the burning plain,2009,Guillermo Arriaga,"Charlize Theron,Kim Basinger,Joaquim De Almeida,John Corbett,Robin Tunney,Brett Cullen,Danny Pino,Rachel Ticotin",2.5,"Drama, Indie, Romance",Rated R,111 minutes
2705,what's the matter with kansas?,2009,Joe Winston,,3.5,"Comedy, Documentary, Indie, Romance",Rated NR,
2706,the informant!,2009,Steven Soderbergh,"Matt Damon,Scott Bakula,Joel McHale,Patton Oswalt,Melanie Lynskey,Eddie Jemison",4.0,"Comedy, Crime, Drama, Thriller",Rated R,108 minutes
2707,cloudy with a chance of meatballs,2009,"Phil Lord,Chris Miller","Bill Hader,Anna Faris,Mr. T,Benjamin Bratt,Neil Patrick Harris,Al Roker,Lauren Graham",2.5,"Animation, Comedy, Family",Rated PG,90 minutes
2708,disgrace,2009,Steve Jacobs,"John Malkovich,Jessica Haines,Eriq Ebouaney,Fiona Press,Antoinette Engel",4.0,"Drama, Foreign, Indie",Rated NR,120 minutes
2709,the marc pease experience,2009,Todd Louiso,"Ben Stiller,Jason Schwartzman,Anna Kendrick,Jay Paulson,Zachary Booth,Ebon Moss-Bachrach,Gabrielle Dennis",1.0,Comedy,Rated PG-13,84 minutes
2710,fame,2009,Kevin Tancharoen,"Naturi Naughton,Kay Panabaker,Megan Mullally,Bebe Neuwirth,Charles S. Dutton,Kherington Payne,Debbie Allen,Walter Perez,Paul McGill,Paul Iacono,Asher Book,Collins Pennie,Kelsey Grammer",2.0,"Comedy, Drama, Music",Rated PG,107 minutes
2711,paris,2009,Cedric Klapisch,"Juliette Binoche,Romain Duris,Fabrice Luchini,Albert Dupontel,Francois Cluzet,Melanie Laurent,Karin Viard,Julie Ferrier",3.5,,Rated R,
2712,in a lonely place,1950,,,4.0,"Drama, Film Noir, Mystery, Thriller",,94 minutes
2713,fifty dead men walking,2009,Kari Skogland,"Ben Kingsley,Jim Sturgess,Kevin Zegers,Nathalie Press,Rose McGowan",3.0,"Action, Foreign, Thriller",Rated R,117 minutes
2714,passing strange,2009,Spike Lee,"De’Adre Aziza,Daniel Breaker,Eisa Davis,Colman Domingo,Chad Goodridge,Rebecca Naomi Jones,Stew",4.0,"Drama, Music",Rated NR,135 minutes
2715,inglourious basterds,2009,Quentin Tarantino,"Brad Pitt,Melanie Laurent,Christoph Waltz,Eli Roth,Michael Fassbender,Diane Kruger,Daniel Bruhl,Til Schweiger,Gedeon Burkhard,Jacky Ido,B.J. Novak,Omar Doom,August Diehl,Denis Menochet,Sylvester Groth,Martin Wuttke,Mike Myers,Julie Dreyfus,Richard Samuel,Rod Taylor",4.0,"Action, Adventure, Drama, Thriller, War",Rated R,153 minutes
2716,cold souls,2009,Sophie Barthes,"Paul Giamatti,David Strathairn,Emily Watson,Dina Korzun,Katheryn Winnick,Lauren Ambrose,Boris Kievsky",3.0,"Comedy, Drama, Fantasy, Science Fiction",Rated PG-13,101 minutes
2717,flame and citron,2009,Ole Christian Madsen,"Stine Stengade,Peter Mygind,Mille Hoffmeyer Lehfeldt,Flemming Enevold,Christian Berkel,Hanns Zischler",3.0,"Drama, Foreign, History, Indie, War",Rated NR,130 minutes
2718,"you, the living",2009,Roy Aundersson,"Jessica Lundberg,Elisabet Helander,Bjorn Englund,Leif Larsson,Ollie Olson,Kemal Sener,Hakan Angser,Birgitta Persson,Gunnar Ivarsson",4.0,"Comedy, Drama, Foreign, Indie, Musical",Rated NR,95 minutes
2719,post grad,2009,Vicky Jenson,"Alexis Bledel,Michael Keaton,Jane Lynch,Bobby Coleman,Zach Gilford,Carol Burnett,J.K. Simmons",3.0,"Comedy, Romance",Rated PG-13,88 minutes
2720,(500) days of summer,2009,Marc Webb,"Joseph Gordon-Levitt,Zooey Deschanel,Geoffrey Arend,Chloe Grace Moretz,Matthew Gray Gubler,Clark Gregg,Rachel Boston,Minka Kelly",4.0,"Comedy, Drama, Indie, Romance",Rated PG-13,95 minutes
2721,the end of the line,2009,Rupert Murray,,3.0,"Documentary, Foreign",Rated NR,85 minutes
2722,dead snow,2009,Tommy Wirkola,"Charlotte Frogner,Stig Frode Henriksen,Vegar Hoel,Jeppe Laursen,Jenny Skavlan,Lasse Valdal",2.5,"Comedy, Foreign, Horror",Rated NR,91 minutes
2723,orphan,2009,Jaume Collet-Serra,"Vera Farmiga,Peter Sarsgaard,Isabelle Fuhrman,Aryana Engineer,Jimmy Bennett,CCH Pounder,Margo Martindale,Rosemary Dunsmore",3.5,"Horror, Mystery, Thriller",Rated R,123 minutes
2724,g-force,2009,,"Nicolas Cage,Sam Rockwell,Jon Favreau,Steve Buscemi,Bill Nighy,Will Arnett,Zach Galifianakis,Kelli Garner,Tyler Patrick Jones,Piper Mackenzie Harris,Gabriel Casseus,Jack Conley",2.5,"Action, Adventure, Animation, Family",Rated PG,88 minutes
2725,rio bravo,1959,,,4.0,"Action, Drama, Western",Rated NR,141 minutes
2726,three monkeys,2009,Nuri Bilge Ceylan,"Yavuz Bingol,Hatice Aslan,Ahmet Rifat Sungar,Ercan Kesal",3.0,"Drama, Foreign, Thriller",Rated NR,109 minutes
2727,humpday,2009,Lynn Shelton,"Mark Duplass,Joshua Leonard,Alycia Delmore,Lynn Shelton,Trina Willard",3.5,"Comedy, Indie",Rated R,94 minutes
2728,katyn,2009,Andrzej Wajda,"Maja Ostaszewska,Artur Zmijewski,Andrzej Chyra",3.5,"Drama, Foreign, History, War",Rated NR,118 minutes
2729,unmistaken child,2009,Nati Baratz,,2.5,"Documentary, Foreign, Indie",Rated NR,102 minutes
2730,munyurangabo,2009,Lee Isaac Chung,"Jeff Rutagengwa,Eric Ndorunkundiye,J-M Vianney Nkurikiyinka,Narcicia Nyirabucyeye,Jean Pierre Harerimana,Edouard B. Uwayo,Etienne Rugazora",4.0,"Drama, Foreign",Rated NR,97 minutes
2731,the ugly truth,2009,Robert Luketic,"Katherine Heigl,Gerard Butler,Eric Winter,Bree Turner,Nick Searcy,Kevin Connolly,Cheryl Hines,Bonnie Somerville",2.0,"Comedy, Romance",Rated R,96 minutes
2732,shrink,2009,Jonas Pate,"Kevin Spacey,Robin Williams,Saffron Burrows,Keke Palmer,Dallas Roberts,Pell James,Jack Huston,Mark Webber,Robert Loggia,Laura Ramsey",2.5,"Comedy, Drama, Indie",Rated R,104 minutes
2733,souls for sale,1923,Rupert Hughes,"Eleanor Boardman,Richard Dix,Lew Cody,Mae Busch,Barbara La Marr,Frank Mayo",4.0,,,90 minutes
2734,malls r us,2009,Helene Klodawsky,,3.0,Documentary,Rated NR,78 minutes
2735,the hurt locker,2009,Kathryn Bigelow,"Jeremy Renner,Anthony Mackie,Brian Geraghty,Guy Pearce,Ralph Fiennes,David Morse,Evangeline Lilly,Christian Camargo",4.0,"Action, Drama, Suspense, Thriller, War",Rated R,131 minutes
2736,funny people,2009,Judd Apatow,"Adam Sandler,Seth Rogen,Leslie Mann,Jonah Hill,Eric Bana,Jason Schwartzman",3.5,"Comedy, Drama",Rated R,146 minutes
2737,brüno,2009,,Gustaf Hammarsten,3.5,"Comedy, Drama",Rated R,83 minutes
2738,"i love you, beth cooper",2009,Chris Columbus,"Hayden Panettiere,Paul Rust,Jack Carpenter,Lauren London,Lauren Storm,Shawn Roberts,Jared Keeso,Brendan Penny,Marie Avgeropoulos,Josh Emerson,Alan Ruck,Cynthia Stevenson,Pat Finn",2.0,"Comedy, Romance",Rated PG-13,102 minutes
2739,harry potter and the half-blood prince,2009,David Yates,"Daniel Radcliffe,Rupert Grint,Emma Watson,Helena Bonham-Carter,Bonnie Wright,Jim Broadbent,Michael Gambon,Alan Rickman",3.0,"Action, Adventure, Family, Fantasy, Science Fiction",Rated PG,153 minutes
2740,julie and julia,2009,Nora Ephron,"Meryl Streep,Amy Adams,Stanley Tucci,Chris Messina,Linda Emond,Joan Juliet Buck,Jane Lynch",2.5,"Comedy, Drama",Rated PG-13,123 minutes
2741,"yoo-hoo, mrs. goldberg",2009,Aviva Kempner,,3.0,,Rated NR,
2742,the answer man,2009,John Hindman,"Jeff Daniels,Lauren Graham,Lou Taylor Pucci,Olivia Thirlby,Kat Dennings,Nora Dunn,Tony Hale,Annie Corly,Max Antisell",2.0,"Comedy, Drama, Indie, Romance",Rated R,97 minutes
